name,slottime_GMT,slottype,slotavg,pointTitle
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-31 00:00:00,D,929.301041666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-31 00:00:00,D,2354.498427083,Steam
DuffieldHall.CW.FP/TONS,2016-09-01 00:00:00,D,465.723541666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-09-01 00:00:00,D,914.396875000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-09-01 00:00:00,D,2387.038479166,Steam
DuffieldHall.CW.FP/TONS,2016-09-02 00:00:00,D,380.192739583,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-09-02 00:00:00,D,920.070833333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-09-02 00:00:00,D,2389.122541666,Steam
DuffieldHall.CW.FP/TONS,2016-09-03 00:00:00,D,296.723593750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-09-03 00:00:00,D,904.456250000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-09-03 00:00:00,D,2535.655406250,Steam
DuffieldHall.CW.FP/TONS,2016-09-04 00:00:00,D,327.559437500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-09-04 00:00:00,D,907.669791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-09-04 00:00:00,D,2409.099486458,Steam
DuffieldHall.CW.FP/TONS,2016-09-05 00:00:00,D,384.816666666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-09-05 00:00:00,D,899.809375000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-09-05 00:00:00,D,2151.704680208,Steam
